Region,Country,City/Town,Year,"Annual mean, ug/m3"
Europe (HIC),France,Saint-Pierre-Des-Corps,2016,(12)-converted value
Europe (HIC),France,Saint-Quentin,2013,17
Europe (HIC),France,Saint-Quentin,2014,(13)-converted value
Europe (HIC),France,Saint-Quentin,2015,14
Europe (HIC),France,Saint-Quentin,2016,13
Europe (HIC),France,Saint-Remy-Sur-Avre,2013,(19)-converted value
Europe (HIC),France,Saint-Remy-Sur-Avre,2014,(16)-converted value
Europe (HIC),France,Saint-Remy-Sur-Avre,2015,(14)-converted value
Europe (HIC),France,Saint-Remy-Sur-Avre,2016,(14)-converted value
Europe (HIC),France,Sainte-Clotilde,2013,(11)-converted value
Europe (HIC),France,Sainte-Clotilde,2014,(12)-converted value
Europe (HIC),France,Sainte-Clotilde,2015,(13)-converted value
Europe (HIC),France,Sainte-Clotilde,2016,(12)-converted value
Europe (HIC),France,Sainte-Marguerite-Sur-Mer,2015,(10)-converted value
Europe (HIC),France,Sainte-Marguerite-Sur-Mer,2016,(10)-converted value
Europe (HIC),France,Sainte-Savine,2013,15
Europe (HIC),France,Sainte-Savine,2014,(12)-converted value
Europe (HIC),France,Sainte-Savine,2015,15
Europe (HIC),France,Sainte-Suzanne,2014,(9)-converted value
Europe (HIC),France,Salaise-Sur-Sanne,2013,19
Europe (HIC),France,Salaise-Sur-Sanne,2014,15
Europe (HIC),France,Salaise-Sur-Sanne,2015,15
Europe (HIC),France,Salaise-Sur-Sanne,2016,15
Europe (HIC),France,Sallanches,2015,(15)-converted value
Europe (HIC),France,Salome,2013,(15)-converted value
Europe (HIC),France,Salome,2014,(14)-converted value
Europe (HIC),France,Salome,2015,(14)-converted value
Europe (HIC),France,Salome,2016,(14)-converted value
Europe (HIC),France,Salon-De-Provence,2013,(18)-converted value
Europe (HIC),France,Salon-De-Provence,2014,(10)-converted value
Europe (HIC),France,Salon-De-Provence,2015,(13)-converted value
Europe (HIC),France,Salon-De-Provence,2016,(13)-converted value
Europe (HIC),France,Salouel,2013,(16)-converted value
Europe (HIC),France,Salouel,2014,(13)-converted value
Europe (HIC),France,Salouel,2015,(12)-converted value
Europe (HIC),France,Salouel,2016,(13)-converted value
Europe (HIC),France,Sarreguemines,2013,(10)-converted value
Europe (HIC),France,Sarreguemines,2014,(9)-converted value
Europe (HIC),France,Sarreguemines,2015,(10)-converted value
Europe (HIC),France,Sarreguemines,2016,(8)-converted value
Europe (HIC),France,Sarrola-Carcopino,2013,(14)-converted value
Europe (HIC),France,Sarrola-Carcopino,2015,(15)-converted value
Europe (HIC),France,Sarrola-Carcopino,2016,(15)-converted value
Europe (HIC),France,Schoelcher,2013,(19)-converted value
Europe (HIC),France,Schoelcher,2014,(15)-converted value
Europe (HIC),France,Schoelcher,2015,(19)-converted value
Europe (HIC),France,Schoelcher,2016,(16)-converted value
Europe (HIC),France,Schoeneck,2013,(14)-converted value
Europe (HIC),France,Schoeneck,2014,(16)-converted value
Europe (HIC),France,Schoeneck,2015,(13)-converted value
Europe (HIC),France,Schoeneck,2016,(11)-converted value
Europe (HIC),France,Sens,2013,(12)-converted value
Europe (HIC),France,Sens,2014,(10)-converted value
Europe (HIC),France,Sens,2015,(12)-converted value
Europe (HIC),France,Sens,2016,(12)-converted value
Europe (HIC),France,Strasbourg,2013,18
Europe (HIC),France,Strasbourg,2014,16
Europe (HIC),France,Strasbourg,2015,17
Europe (HIC),France,Strasbourg,2016,14
Europe (HIC),France,Talence,2013,14
Europe (HIC),France,Talence,2014,12
Europe (HIC),France,Talence,2015,14
Europe (HIC),France,Talence,2016,12
Europe (HIC),France,Tarbes,2014,(12)-converted value
Europe (HIC),France,Tartas,2013,(13)-converted value
Europe (HIC),France,Tartas,2014,(12)-converted value
Europe (HIC),France,Tartas,2015,(13)-converted value
Europe (HIC),France,Tartas,2016,(11)-converted value
Europe (HIC),France,Ternay,2013,(16)-converted value
Europe (HIC),France,Ternay,2014,(10)-converted value
Europe (HIC),France,Ternay,2015,(16)-converted value
Europe (HIC),France,Ternay,2016,(14)-converted value
Europe (HIC),France,Thionville,2013,17
Europe (HIC),France,Thionville,2014,15
Europe (HIC),France,Thionville,2015,14
Europe (HIC),France,Thionville,2016,14
Europe (HIC),France,Toulon,2013,13
Europe (HIC),France,Toulon,2014,(16)-converted value
Europe (HIC),France,Toulon,2015,(18)-converted value
Europe (HIC),France,Toulon,2016,(17)-converted value
Europe (HIC),France,Toulouse,2013,14
Europe (HIC),France,Toulouse,2014,12
Europe (HIC),France,Toulouse,2015,13
Europe (HIC),France,Toulouse,2016,11
Europe (HIC),France,Tourcoing,2013,(18)-converted value
Europe (HIC),France,Tourcoing,2014,(16)-converted value
Europe (HIC),France,Tourcoing,2015,(16)-converted value
Europe (HIC),France,Tourcoing,2016,(15)-converted value
Europe (HIC),France,Tours,2013,(15)-converted value
Europe (HIC),France,Tours,2014,(11)-converted value
Europe (HIC),France,Tours,2015,(11)-converted value
Europe (HIC),France,Tours,2016,(11)-converted value
Europe (HIC),France,Tremblay-En-France,2013,(17)-converted value
Europe (HIC),France,Tremblay-En-France,2015,(14)-converted value
Europe (HIC),France,Tremblay-En-France,2016,(14)-converted value
Europe (HIC),France,Troyes,2013,(15)-converted value
Europe (HIC),France,Troyes,2015,(14)-converted value
Europe (HIC),France,Tulle,2013,11
Europe (HIC),France,Tulle,2014,(10)-converted value
Europe (HIC),France,Tulle,2015,10
Europe (HIC),France,Tulle,2016,8
Europe (HIC),France,Val-De-Reuil,2015,(11)-converted value
Europe (HIC),France,Val-De-Reuil,2016,(11)-converted value
Europe (HIC),France,Valence,2013,17
Europe (HIC),France,Valence,2014,14
Europe (HIC),France,Valence,2015,17
Europe (HIC),France,Valence,2016,13
Europe (HIC),France,Valenciennes,2013,20
Europe (HIC),France,Valenciennes,2014,15
Europe (HIC),France,Valenciennes,2015,14
Europe (HIC),France,Valenciennes,2016,15
Europe (HIC),France,Vannes,2014,3
Europe (HIC),France,Vannes,2015,7
Europe (HIC),France,Vannes,2016,9
Europe (HIC),France,Vaulx-En-Velin,2013,16
Europe (HIC),France,Vaulx-En-Velin,2014,(13)-converted value
Europe (HIC),France,Vaulx-En-Velin,2015,14
Europe (HIC),France,Vaulx-En-Velin,2016,13
Europe (HIC),France,Venaco,2013,(7)-converted value
Europe (HIC),France,Venaco,2014,(8)-converted value
Europe (HIC),France,Venaco,2015,8
Europe (HIC),France,Venaco,2016,6
Europe (HIC),France,Venissieux,2013,(17)-converted value
Europe (HIC),France,Venissieux,2014,(11)-converted value
Europe (HIC),France,Venissieux,2015,(17)-converted value
Europe (HIC),France,Venissieux,2016,(14)-converted value
Europe (HIC),France,Verneuil,2013,12
Europe (HIC),France,Verneuil,2014,9
Europe (HIC),France,Verneuil,2015,12
Europe (HIC),France,Verneuil,2016,8
Europe (HIC),France,Vesoul,2013,(10)-converted value
Europe (HIC),France,Vesoul,2014,(9)-converted value
Europe (HIC),France,Vesoul,2015,(10)-converted value
Europe (HIC),France,Vesoul,2016,(10)-converted value
Europe (HIC),France,Vienne,2013,20
Europe (HIC),France,Vienne,2014,(10)-converted value
Europe (HIC),France,Vienne,2015,(16)-converted value
Europe (HIC),France,Vienne,2016,(14)-converted value
Europe (HIC),France,Vierzon,2013,(13)-converted value
Europe (HIC),France,Vierzon,2014,10
Europe (HIC),France,Vierzon,2015,12
Europe (HIC),France,Vierzon,2016,11
Europe (HIC),France,Vif,2013,(15)-converted value
Europe (HIC),France,Vif,2014,(10)-converted value
Europe (HIC),France,Vif,2015,(11)-converted value
Europe (HIC),France,Village-Neuf,2013,(14)-converted value
Europe (HIC),France,Village-Neuf,2015,(13)-converted value
Europe (HIC),France,Village-Neuf,2016,(12)-converted value
Europe (HIC),France,Villefranche-Sur-Saone,2013,18
Europe (HIC),France,Villefranche-Sur-Saone,2014,12
Europe (HIC),France,Villefranche-Sur-Saone,2015,15
Europe (HIC),France,Villefranche-Sur-Saone,2016,13
Europe (HIC),France,Villemandeur,2014,(11)-converted value
Europe (HIC),France,Villeurbanne,2013,(17)-converted value
Europe (HIC),France,Villeurbanne,2014,(14)-converted value
Europe (HIC),France,Villeurbanne,2015,(18)-converted value
Europe (HIC),France,Villeurbanne,2016,(17)-converted value
Europe (HIC),France,Villiers-En-Bois,2013,(10)-converted value
Europe (HIC),France,Villiers-En-Bois,2014,(8)-converted value
Europe (HIC),France,Villiers-En-Bois,2015,(9)-converted value
Europe (HIC),France,Villiers-En-Bois,2016,(8)-converted value
Europe (HIC),France,Vitry-Sur-Seine,2013,17
Europe (HIC),France,Vitry-Sur-Seine,2014,11
Europe (HIC),France,Vitry-Sur-Seine,2015,14
Europe (HIC),France,Vitry-Sur-Seine,2016,13
Europe (HIC),France,Vittel,2013,(14)-converted value
Europe (HIC),France,Vittel,2015,(12)-converted value
Europe (HIC),France,Vittel,2016,(9)-converted value
Europe (HIC),France,Voiron,2013,(15)-converted value
Europe (HIC),France,Voiron,2014,(13)-converted value
Europe (HIC),France,Voiron,2015,(14)-converted value
Europe (HIC),France,Voiron,2016,(12)-converted value
Europe (HIC),France,Volmunster,2013,(8)-converted value
Europe (HIC),France,Wingles,2013,(15)-converted value
Europe (HIC),France,Wingles,2014,(12)-converted value
Europe (HIC),France,Wingles,2015,(12)-converted value
Europe (HIC),France,Wingles,2016,(13)-converted value
Europe (HIC),United Kingdom,Aberdeen,2013,(9)-converted value
Europe (HIC),United Kingdom,Aberdeen,2014,10
Europe (HIC),United Kingdom,Aberdeen,2015,(8)-converted value
Europe (HIC),United Kingdom,Aberdeen,2016,5
Europe (HIC),United Kingdom,Armagh,2013,(13)-converted value
Europe (HIC),United Kingdom,Barnstaple,2014,(11)-converted value
Europe (HIC),United Kingdom,Barnstaple,2015,10
Europe (HIC),United Kingdom,Barnstaple,2016,11
Europe (HIC),United Kingdom,Belfast,2013,12
Europe (HIC),United Kingdom,Belfast,2014,11
Europe (HIC),United Kingdom,Belfast,2015,9
Europe (HIC),United Kingdom,Belfast,2016,10
Europe (HIC),United Kingdom,Biandrate,2013,13
Europe (HIC),United Kingdom,Birkenhead,2013,11
Europe (HIC),United Kingdom,Birkenhead,2015,7
Europe (HIC),United Kingdom,Birkenhead,2016,8
Europe (HIC),United Kingdom,Birmingham,2013,14
Europe (HIC),United Kingdom,Birmingham,2014,13
Europe (HIC),United Kingdom,Birmingham,2015,10
Europe (HIC),United Kingdom,Birmingham,2016,10
Europe (HIC),United Kingdom,Blackpool,2015,8
Europe (HIC),United Kingdom,Blackpool,2016,8
Europe (HIC),United Kingdom,Bournemouth,2013,9
Europe (HIC),United Kingdom,Bournemouth,2014,8
Europe (HIC),United Kingdom,Bournemouth,2015,7
Europe (HIC),United Kingdom,Bournemouth,2016,7
Europe (HIC),United Kingdom,Brighton,2013,11
Europe (HIC),United Kingdom,Brighton,2014,10
Europe (HIC),United Kingdom,Brighton,2015,9
Europe (HIC),United Kingdom,Brighton,2016,9
Europe (HIC),United Kingdom,Bristol,2013,13
Europe (HIC),United Kingdom,Bristol,2014,(12)-converted value
Europe (HIC),United Kingdom,Bristol,2015,(10)-converted value
Europe (HIC),United Kingdom,Bristol,2016,(11)-converted value
Europe (HIC),United Kingdom,Bury,2015,(12)-converted value
Europe (HIC),United Kingdom,Bury,2016,(10)-converted value
Europe (HIC),United Kingdom,Cardiff,2013,(13)-converted value
Europe (HIC),United Kingdom,Cardiff,2014,12
Europe (HIC),United Kingdom,Cardiff,2015,10
Europe (HIC),United Kingdom,Cardiff,2016,10
Europe (HIC),United Kingdom,Carlisle,2013,12
Europe (HIC),United Kingdom,Carlisle,2014,11
Europe (HIC),United Kingdom,Carlisle,2015,(12)-converted value
Europe (HIC),United Kingdom,Chepstow,2013,14
Europe (HIC),United Kingdom,Chepstow,2014,14
Europe (HIC),United Kingdom,Chepstow,2015,10
Europe (HIC),United Kingdom,Chepstow,2016,(12)-converted value
Europe (HIC),United Kingdom,Chesterfield,2013,10
Europe (HIC),United Kingdom,Chesterfield,2014,12
Europe (HIC),United Kingdom,Chesterfield,2015,10
Europe (HIC),United Kingdom,Chesterfield,2016,11
Europe (HIC),United Kingdom,Coventry,2015,11
Europe (HIC),United Kingdom,Coventry,2016,10
Europe (HIC),United Kingdom,Didcot,2013,9
Europe (HIC),United Kingdom,Didcot,2014,9
Europe (HIC),United Kingdom,Didcot,2015,8
Europe (HIC),United Kingdom,Eastbourne,2013,15
Europe (HIC),United Kingdom,Eastbourne,2014,12
Europe (HIC),United Kingdom,Eastbourne,2015,(12)-converted value
Europe (HIC),United Kingdom,Eastbourne,2016,(12)-converted value
Europe (HIC),United Kingdom,Eccles,2013,(13)-converted value
Europe (HIC),United Kingdom,Eccles,2014,(12)-converted value
Europe (HIC),United Kingdom,Eccles,2015,(12)-converted value
Europe (HIC),United Kingdom,Eccles,2016,10
Europe (HIC),United Kingdom,Edinburgh,2013,(9)-converted value
Europe (HIC),United Kingdom,Edinburgh,2015,6
Europe (HIC),United Kingdom,Edinburgh,2016,(7)-converted value
Europe (HIC),United Kingdom,Enniskillen,2013,(8)-converted value
Europe (HIC),United Kingdom,Enniskillen,2014,(5)-converted value
Europe (HIC),United Kingdom,Enniskillen,2015,(5)-converted value
Europe (HIC),United Kingdom,Enniskillen,2016,(4)-converted value
Europe (HIC),United Kingdom,Erith,2013,16
Europe (HIC),United Kingdom,Erith,2014,16
Europe (HIC),United Kingdom,Erith,2015,10
Europe (HIC),United Kingdom,Erith,2016,11
Europe (HIC),United Kingdom,Gillingham,2013,13
Europe (HIC),United Kingdom,Gillingham,2014,14
Europe (HIC),United Kingdom,Gillingham,2015,12
Europe (HIC),United Kingdom,Gillingham,2016,12
Europe (HIC),United Kingdom,Glasgow,2013,(16)-converted value
Europe (HIC),United Kingdom,Glasgow,2014,7
Europe (HIC),United Kingdom,Glasgow,2015,8
Europe (HIC),United Kingdom,Glasgow,2016,8
Europe (HIC),United Kingdom,Grangemouth,2013,(9)-converted value
Europe (HIC),United Kingdom,Grangemouth,2014,(8)-converted value
Europe (HIC),United Kingdom,Grangemouth,2015,(7)-converted value
Europe (HIC),United Kingdom,Grangemouth,2016,6
Europe (HIC),United Kingdom,Grays,2013,(13)-converted value
Europe (HIC),United Kingdom,Grays,2014,(13)-converted value
Europe (HIC),United Kingdom,Grays,2015,(12)-converted value
Europe (HIC),United Kingdom,Grays,2016,(12)-converted value
Europe (HIC),United Kingdom,Harlington,2013,(14)-converted value
Europe (HIC),United Kingdom,Harlington,2014,14
Europe (HIC),United Kingdom,Harlington,2015,10
Europe (HIC),United Kingdom,Harlington,2016,10
Europe (HIC),United Kingdom,Hull,2013,(10)-converted value
Europe (HIC),United Kingdom,Hull,2014,(10)-converted value
Europe (HIC),United Kingdom,Hull,2015,11
Europe (HIC),United Kingdom,Hull,2016,11
Europe (HIC),United Kingdom,Inverness,2013,6
Europe (HIC),United Kingdom,Inverness,2014,6
Europe (HIC),United Kingdom,Inverness,2015,5
Europe (HIC),United Kingdom,Inverness,2016,5
Europe (HIC),United Kingdom,Leamington Spa,2013,13
Europe (HIC),United Kingdom,Leeds,2013,(15)-converted value
Europe (HIC),United Kingdom,Leeds,2014,14
Europe (HIC),United Kingdom,Leeds,2015,13
Europe (HIC),United Kingdom,Leeds,2016,11
Europe (HIC),United Kingdom,Leicester,2014,13
Europe (HIC),United Kingdom,Leicester,2015,12
Europe (HIC),United Kingdom,Leicester,2016,12
Europe (HIC),United Kingdom,Liverpool,2013,12
Europe (HIC),United Kingdom,London,2013,15
Europe (HIC),United Kingdom,London,2014,14
Europe (HIC),United Kingdom,London,2015,12
Europe (HIC),United Kingdom,London,2016,12
Europe (HIC),United Kingdom,Londonderry,2013,11
Europe (HIC),United Kingdom,Londonderry,2014,12
Europe (HIC),United Kingdom,Londonderry,2015,12
Europe (HIC),United Kingdom,Manchester,2013,13
Europe (HIC),United Kingdom,Manchester,2014,12
Europe (HIC),United Kingdom,Manchester,2015,10
Europe (HIC),United Kingdom,Manchester,2016,10
Europe (HIC),United Kingdom,Middlesbrough,2014,13
Europe (HIC),United Kingdom,Middlesbrough,2015,11
Europe (HIC),United Kingdom,Middlesbrough,2016,(10)-converted value
Europe (HIC),United Kingdom,Narberth,2013,(11)-converted value
Europe (HIC),United Kingdom,Narberth,2014,(9)-converted value
Europe (HIC),United Kingdom,Narberth,2015,(8)-converted value
Europe (HIC),United Kingdom,Narberth,2016,(8)-converted value
Europe (HIC),United Kingdom,Newcastle Upon Tyne,2013,10
Europe (HIC),United Kingdom,Newcastle Upon Tyne,2014,(8)-converted value
Europe (HIC),United Kingdom,Newcastle Upon Tyne,2015,(10)-converted value
Europe (HIC),United Kingdom,Newcastle Upon Tyne,2016,(8)-converted value
Europe (HIC),United Kingdom,Newport,2013,13
Europe (HIC),United Kingdom,Newport,2014,12
Europe (HIC),United Kingdom,Newport,2015,10
Europe (HIC),United Kingdom,Newport,2016,10
Europe (HIC),United Kingdom,Northampton,2013,9
Europe (HIC),United Kingdom,Northampton,2014,8
Europe (HIC),United Kingdom,Northampton,2015,7
Europe (HIC),United Kingdom,Northampton,2016,7
Europe (HIC),United Kingdom,Norwich,2013,13
Europe (HIC),United Kingdom,Norwich,2014,(11)-converted value
Europe (HIC),United Kingdom,Norwich,2015,12
Europe (HIC),United Kingdom,Norwich,2016,11
Europe (HIC),United Kingdom,Nottingham,2013,12
Europe (HIC),United Kingdom,Nottingham,2014,12
Europe (HIC),United Kingdom,Nottingham,2015,11
Europe (HIC),United Kingdom,Nottingham,2016,12
Europe (HIC),United Kingdom,Oxford,2013,14
Europe (HIC),United Kingdom,Oxford,2015,10
Europe (HIC),United Kingdom,Penicuik,2013,4
Europe (HIC),United Kingdom,Penicuik,2014,6
Europe (HIC),United Kingdom,Penicuik,2015,3
Europe (HIC),United Kingdom,Penicuik,2016,3
Europe (HIC),United Kingdom,Plymouth,2013,12
Europe (HIC),United Kingdom,Plymouth,2014,(12)-converted value
Europe (HIC),United Kingdom,Plymouth,2015,(12)-converted value
Europe (HIC),United Kingdom,Plymouth,2016,(11)-converted value
Europe (HIC),United Kingdom,Port Talbot,2013,14
Europe (HIC),United Kingdom,Port Talbot,2014,(17)-converted value
Europe (HIC),United Kingdom,Port Talbot,2015,10
Europe (HIC),United Kingdom,Port Talbot,2016,9
Europe (HIC),United Kingdom,Portsmouth,2013,14
Europe (HIC),United Kingdom,Portsmouth,2014,14
Europe (HIC),United Kingdom,Portsmouth,2015,10
Europe (HIC),United Kingdom,Portsmouth,2016,12
Europe (HIC),United Kingdom,Preston,2013,12
Europe (HIC),United Kingdom,Preston,2014,12
Europe (HIC),United Kingdom,Preston,2015,10
Europe (HIC),United Kingdom,Preston,2016,10
Europe (HIC),United Kingdom,Reading,2013,(11)-converted value
Europe (HIC),United Kingdom,Reading,2014,(10)-converted value
Europe (HIC),United Kingdom,Reading,2015,(9)-converted value
Europe (HIC),United Kingdom,Reading,2016,(9)-converted value
Europe (HIC),United Kingdom,Rochester,2013,16
Europe (HIC),United Kingdom,Rochester,2014,15
Europe (HIC),United Kingdom,Rochester,2015,9
Europe (HIC),United Kingdom,Rochester,2016,11
Europe (HIC),United Kingdom,Royal Leamington Spa,2013,13
Europe (HIC),United Kingdom,Royal Leamington Spa,2014,12
Europe (HIC),United Kingdom,Royal Leamington Spa,2015,12
Europe (HIC),United Kingdom,Royal Leamington Spa,2016,10
Europe (HIC),United Kingdom,Salford,2013,15
Europe (HIC),United Kingdom,Saltash,2013,11
Europe (HIC),United Kingdom,Saltash,2014,(11)-converted value
Europe (HIC),United Kingdom,Saltash,2015,10
Europe (HIC),United Kingdom,Saltash,2016,8
Europe (HIC),United Kingdom,Sandy,2013,13
Europe (HIC),United Kingdom,Sandy,2014,13
Europe (HIC),United Kingdom,Sandy,2015,12
Europe (HIC),United Kingdom,Sandy,2016,12
Europe (HIC),United Kingdom,Scunthorpe,2013,(15)-converted value
Europe (HIC),United Kingdom,Scunthorpe,2014,(15)-converted value
Europe (HIC),United Kingdom,Scunthorpe,2015,(14)-converted value
Europe (HIC),United Kingdom,Scunthorpe,2016,7
Europe (HIC),United Kingdom,Scunthorpe,2017,6
Europe (HIC),United Kingdom,Sheffield,2014,12
Europe (HIC),United Kingdom,Sheffield,2016,10
Europe (HIC),United Kingdom,Southampton,2013,15
Europe (HIC),United Kingdom,Southampton,2014,15
Europe (HIC),United Kingdom,Southampton,2015,10
Europe (HIC),United Kingdom,Southend - On - Sea,2013,11
Europe (HIC),United Kingdom,Southend-On-Sea,2013,11
Europe (HIC),United Kingdom,Southend-On-Sea,2015,11
Europe (HIC),United Kingdom,Southend-On-Sea,2016,12
Europe (HIC),United Kingdom,Speke,2013,(10)-converted value
Europe (HIC),United Kingdom,Speke,2014,(10)-converted value
Europe (HIC),United Kingdom,Speke,2015,9
Europe (HIC),United Kingdom,Speke,2016,10
Europe (HIC),United Kingdom,Stanford-Le-Hope,2013,14
Europe (HIC),United Kingdom,Stanford-Le-Hope,2014,14
Europe (HIC),United Kingdom,Stanford-Le-Hope,2015,10
Europe (HIC),United Kingdom,Stanford-Le-Hope,2016,13
Europe (HIC),United Kingdom,Stanmore,2013,13
Europe (HIC),United Kingdom,Stanmore,2014,13
Europe (HIC),United Kingdom,Stanmore,2015,11
Europe (HIC),United Kingdom,Stanmore,2016,11
Europe (HIC),United Kingdom,Stockbridge,2016,9
Europe (HIC),United Kingdom,Stockton-On-Tees,2013,(12)-converted value
Europe (HIC),United Kingdom,Stockton-On-Tees,2014,11
Europe (HIC),United Kingdom,Stockton-On-Tees,2015,11
Europe (HIC),United Kingdom,Stockton-On-Tees,2016,9
Europe (HIC),United Kingdom,Stoke - On - Trent,2013,14
Europe (HIC),United Kingdom,Stoke-On-Trent,2013,(14)-converted value
Europe (HIC),United Kingdom,Stoke-On-Trent,2014,13
Europe (HIC),United Kingdom,Stoke-On-Trent,2015,12
Europe (HIC),United Kingdom,Stoke-On-Trent,2016,12
Europe (HIC),United Kingdom,Storrington,2013,17
Europe (HIC),United Kingdom,Storrington,2014,11
Europe (HIC),United Kingdom,Storrington,2015,11
Europe (HIC),United Kingdom,Storrington,2016,13
Europe (HIC),United Kingdom,Sunderland,2013,9
Europe (HIC),United Kingdom,Sunderland,2014,10
Europe (HIC),United Kingdom,Sunderland,2015,7
Europe (HIC),United Kingdom,Sunderland,2016,8
Europe (HIC),United Kingdom,Swansea,2013,12
Europe (HIC),United Kingdom,Swansea,2014,13
Europe (HIC),United Kingdom,Swansea,2015,13
Europe (HIC),United Kingdom,Swansea,2016,13
Europe (HIC),United Kingdom,Thurrock,2013,(14)-converted value
Europe (HIC),United Kingdom,Warrington,2013,(12)-converted value
Europe (HIC),United Kingdom,Warrington,2014,14
Europe (HIC),United Kingdom,Warrington,2015,(11)-converted value
Europe (HIC),United Kingdom,Warrington,2016,(11)-converted value
Europe (HIC),United Kingdom,Wigan,2013,13
Europe (HIC),United Kingdom,Wigan,2014,14
Europe (HIC),United Kingdom,Wigan,2015,11
Europe (HIC),United Kingdom,Wrexham,2013,10
Europe (HIC),United Kingdom,Wrexham,2014,9
Europe (HIC),United Kingdom,Wrexham,2015,8
Europe (HIC),United Kingdom,Wrexham,2016,8
Europe (HIC),United Kingdom,York,2013,12
Europe (HIC),United Kingdom,York,2014,13
Europe (HIC),United Kingdom,York,2015,11
Europe (HIC),United Kingdom,York,2016,11
Europe (LMIC),Georgia,Abastumani,2014,(15)-converted value
Europe (LMIC),Georgia,Tbilisi,2015,24
Europe (LMIC),Georgia,Tbilisi,2017,21
Africa (Sub-Saharan) (LMIC),Ghana,Accra,2012,(80)-converted value
Africa (Sub-Saharan) (LMIC),Ghana,Accra,2013,(93)-converted value
Africa (Sub-Saharan) (LMIC),Ghana,Accra,2014,(93)-converted value
Africa (Sub-Saharan) (LMIC),Ghana,Accra,2015,(84)-converted value
Africa (Sub-Saharan) (LMIC),Ghana,Accra,2016,55
Europe (HIC),Greece,Agia Paraskevi,2013,10
Europe (HIC),Greece,Aliartos,2016,16
Europe (HIC),Greece,Amaroussio,2013,(13)-converted value
Europe (HIC),Greece,Athens,2013,(22)-converted value
Europe (HIC),Greece,Athens,2014,(19)-converted value
Europe (HIC),Greece,Athens,2015,(23)-converted value
Europe (HIC),Greece,Athens,2016,20
Europe (HIC),Greece,Echedoro,2013,(10)-converted value
Europe (HIC),Greece,Elefsina,2016,21
Europe (HIC),Greece,Eleftherio Kordelio,2016,(21)-converted value
Europe (HIC),Greece,Ioannina,2014,(17)-converted value
Europe (HIC),Greece,Ioannina,2015,(21)-converted value
Europe (HIC),Greece,Koropi,2016,(17)-converted value
Europe (HIC),Greece,Larisa,2013,(21)-converted value
Europe (HIC),Greece,Larisa,2014,(18)-converted value
Europe (HIC),Greece,Larisa,2016,(15)-converted value
Europe (HIC),Greece,Larissa,2013,(14)-converted value
Europe (HIC),Greece,Likovrisi,2013,(23)-converted value
Europe (HIC),Greece,Likovrisi,2014,(17)-converted value
Europe (HIC),Greece,Likovrisi,2015,16
Europe (HIC),Greece,Likovrisi,2016,17
Europe (HIC),Greece,Lykovrisi,2013,(16)-converted value
Europe (HIC),Greece,Marousi,2013,(19)-converted value
Europe (HIC),Greece,Marousi,2015,(18)-converted value
Europe (HIC),Greece,Marousi,2016,(18)-converted value
Europe (HIC),Greece,Nea Smirni,2016,(17)-converted value
Europe (HIC),Greece,Patra,2013,(22)-converted value
Europe (HIC),Greece,Patra,2014,(22)-converted value
Europe (HIC),Greece,Patra,2015,(22)-converted value
Europe (HIC),Greece,Patra,2016,(22)-converted value
Europe (HIC),Greece,Peristeri,2016,(19)-converted value
Europe (HIC),Greece,Pireas,2013,(20)-converted value
Europe (HIC),Greece,Pireas,2014,(19)-converted value
Europe (HIC),Greece,Pireas,2015,21
Europe (HIC),Greece,Pireas,2016,20
Europe (HIC),Greece,Sindos,2013,(15)-converted value
Europe (HIC),Greece,Thessaloniki,2013,(12)-converted value
Europe (HIC),Greece,Thessaloniki,2015,(12)-converted value
Europe (HIC),Greece,Thessaloniki,2016,(18)-converted value
Europe (HIC),Greece,Thrakomakedones,2015,(11)-converted value
Europe (HIC),Greece,Thrakomakedones,2016,13
Europe (HIC),Greece,Volos,2013,(18)-converted value
Europe (HIC),Greece,Volos,2014,(17)-converted value
Europe (HIC),Greece,Vorios Tomeas Athinon,2013,10
Europe (HIC),Greece,Vorios Tomeas Athinon,2014,(12)-converted value
Europe (HIC),Greece,Vorios Tomeas Athinon,2015,(12)-converted value
Europe (HIC),Greece,Vorios Tomeas Athinon,2016,12
Americas (LMIC),Guatemala,Guatemala,2013,41
Americas (LMIC),Guatemala,Guatemala City,2011,(41)-converted value
Americas (LMIC),Guatemala,Guatemala City,2012,(30)-converted value
Americas (LMIC),Guatemala,Guatemala City,2013,(37)-converted value
Americas (LMIC),Guatemala,Guatemala City,2014,35
Americas (LMIC),Honduras,Tegucigalpa,2014,(27)-converted value
Americas (LMIC),Honduras,Tegucigalpa,2015,(20)-converted value
Americas (LMIC),Honduras,Tegucigalpa,2016,(25)-converted value
Europe (LMIC),Croatia,Bosanka,2015,8
Europe (LMIC),Croatia,Bosanka,2016,9
Europe (LMIC),Croatia,Desinic Gora,2015,14
Europe (LMIC),Croatia,Jezerce,2014,8
Europe (LMIC),Croatia,Jezerce,2015,9
Europe (LMIC),Croatia,Jezerce,2016,8
Europe (LMIC),Croatia,Kutina,2013,(21)-converted value
Europe (LMIC),Croatia,Kutina,2014,(22)-converted value
Europe (LMIC),Croatia,Kutina,2015,(29)-converted value
Europe (LMIC),Croatia,Kutina,2016,(29)-converted value
Europe (LMIC),Croatia,Lug,2014,(14)-converted value
Europe (LMIC),Croatia,Lug,2015,17
Europe (LMIC),Croatia,Lug,2016,17
